paper,year,month,title,author
292,1978,October,The Effect of Trade Unionism on Fringe Benefits,['Richard B Freeman']
293,1978,October,Do Multinational Firms Adapt Factor Proportions To Relative Factor Prices?,"['Irving B Kravis', 'Robert E Lipsey', 'Romualdo A Roldan']"
294,1978,October,How Important is Disaggregation in Structural Models of Interest Rate Determination?,['Benjamin M Friedman']
295,1978,October,Interest Rate Expectations Versus Forward Rates: Evidence From An Expectations Survey,['Benjamin M Friedman']
296,1978,November,The Effect of Inflation on the Prices of Land And Gold,['Martin S Feldstein']
297,1978,November,A Model of Diffusion In the Production of an Innovation,"['Akira Konakayama', 'Michael Gort']"
298,1978,November,A Status Report on Tax Integration in the United States,"['Charles E McLure, Jr']"
299,1978,November,Labor Supply Estimates For Public Policy Evaluation,"['George J Borjas', 'James J Heckman']"
300,1978,November,Monetarist Interpretations of the Great Depression: An Evaluation and Critique,"['James A Wilcox', 'Robert J Gordon']"
301,1978,November,Should We Organize? Effects of Faculty Unionism on Academic Compensation,['Richard B Freeman']
302,1978,November,Tax Policy in a Life Cycle Model,['Lawrence H Summers']
303,1978,November,Towards An Understanding of the Real Effects and Costs of Inflation,"['Franco Modigliani', 'Stanley Fischer']"
304,1978,December,The Changing Cyclical Behavior of Wages and Prices: 1890-1976,['Jeffrey D Sachs']
305,1978,December,The Percent Organized Wage (POW) Relationship for Union and for Nonunion Workers,"['James L Medoff', 'Richard B Freeman']"
306,1978,December,Efficient Wage Bargains Under Uncertain Supply and Demand,"['David M Lilien', 'Robert E Hall']"
307,1978,December,Restriction of International Production: The Effects on the Domestic Economy,['David G Hartman']
308,1979,January,Income and Race Differences in Children's Health,"['Linda N Edwards', 'Michael Grossman']"
309,1979,January,How Elastic is The Demand for Labor?,"['Kim B Clark', 'Richard B Freeman']"
310,1979,January,Domestic Savings and International Capital Flows,"['Charles Yuji Horioka', 'Martin S Feldstein']"
311,1979,January,Monetary Policy Under Exchange Rate Flexibility,['Rudiger Dornbusch']
312,1979,January,Inflation and the Taxation of Capital Income in the Corporate Sector,"['Lawrence H Summers', 'Martin S Feldstein']"
313,1979,January,A Note on Stochastic Rationing Mechanisms,['Takatoshi Ito']
314,1979,February,The Effect of Social Security on Private Savings: The Time Series Evidence,['Martin S Feldstein']
315,1979,February,"An Empirical Analysis of the Fixed Coefficient 'Manpower Requirements' Model, 1960-1970",['Richard B Freeman']
316,1979,February,The Effect of Demographic Factors on Age-Earnings Profiles,['Richard B Freeman']
317,1979,February,International Aspects Of Dividend Relief,"['Charles E McLure, Jr']"
318,1979,February,"Information, Measurement, And Prediction In Economics",['Victor Zarnowitz']
319,1979,February,Applied Welfare Economics with Discrete Choice Models,"['Harvey S Rosen', 'Kenneth A Small']"
320,1979,February,A State Price Index,"['Robert T Michael', 'Sharon R Scott', 'Victor R Fuchs']"
321,1979,February,The Efficient Level Of Public Library Services,['Malcolm Getz']
322,1979,February,Non-Trivial Equilibrium in an Economy With Stochastic Rationing,"['Seppo Honkapohja', 'Takatoshi Ito']"
323,1979,March,Comparing Public Library Systems,['Malcolm Getz']
324,1979,March,"Corporate Financial Policy, Taxes, and Uncertainty: An Integration","['Alan J Auerbach', 'Mervyn A King']"
325,1979,March,Analysis of Covariance With Qualitative Data,['Gary Chamberlain']
326,1979,March,A Capital Market In an Equilibrium Business Cycle Model,['Robert J Barro']
327,1979,March,Sterling and the External Balance,"['Rudiger Dornbusch', 'Stanley Fischer']"
328,1979,March,Public Libraries and Labor Markets,['Malcolm Getz']
329,1979,March,Money Stock Revisions and Unanticipated Money Growth,"['Robert J Barro', 'Zvi Hercowitz']"
330,1979,March,Unionization and Productivity: Microeconometric Evidence,['Kim B Clark']
331,1979,March,Corporate Supply of Index Bonds,['Stanley Fischer']
332,1979,April,"Unionization, Management Adjustment and Productivity",['Kim B Clark']
333,1979,April,Vehicle Currencies And the Structure Of International Exchange,['Paul R Krugman']
334,1979,April,The Effect of Social Security on Saving,['Martin S Feldstein']
335,1979,April,Feedback and the Use of Current Information: The Use of General Linear Policy Rules in Rational Expectations Models,['Willem H Buiter']
336,1979,April,Analyzing the Accuracy of Foreign Exchange Advisory Services: Theory And Evidence,['Richard M Levich']
337,1980,March,Static and Dynamic Resource Allocation Effects of Corporate and Personal Tax Integration in the U.S.: A General Equilibrium Approach(Rev),"['A Thomas King', 'Don Fullterton', 'John B Shoven', 'John Whalley']"
338,1979,April,Private versus Public Enforcement of Fines,['A Mitchell Polinsky']
339,1979,April,Unanticipated Money and Economic Activity,"['Mark Rush', 'Robert J Barro']"
340,1979,April,Macro-Economic Adjustment With Import Price Shocks: Real and Monetary Aspects,"['Jeffrey D Sachs', 'Michael Bruno']"
341,1979,April,On Activist Monetary Policy With Rational Expectations,['Stanley Fischer']
342,1979,May,High School Preparation and Early Labor Force Experience,"['David A Wise', 'Robert H Meyer']"
343,1979,May,Coherency Conditions In Simultaneous Linear Equation Models With Endogenous Switching Regimes,"['A Monfort', 'C Gourieroux', 'Jean-Jacques Laffont']"
344,1979,May,Aggregation Effects And Panel Data Estimation Problems: An Investigationof the R&D Intensity Decision,['Ariel Pakes']
345,1979,May,A Note on the Derivation of Linear Homogeneous Asset Demand Functions,"['Benjamin M Friedman', 'V Vance Roley']"
346,1979,May,"The Rate of Obsolescence Of Knowledge, Research Gestation Lags, and the Private Rate of Return to Research Resources","['Ariel Pakes', 'Mark Schankerman']"
347,1979,May,Technical Systems and Innovations in Public Libraries,['Malcolm Getz']
348,1979,May,Can the Fed Control Real Interest Rates?,['Robert J Shiller']
349,1979,May,The Incidence and Allocation Effects of a Tax on Corporate Distributions,['David F Bradford']
350,1979,May,Measuring the Variance-Age Profile of Lifetime Income,"['Ariel Pakes', 'Benjamin Eden']"
351,1979,May,Social Security and Retirement: Evidence From the Canada Time Series,['Anthony J Pellechio']
352,1979,May,Time Preference and International Lending and Borrowing in an Overlapping-Generations Model,['Willem H Buiter']
353,1979,May,Estimating the Determinants of Employee Performance,['Charles C Brown']
354,1979,May,Optimal Inflation Policy,['Lawrence H Summers']
355,1979,May,International Differences in Social Security and Saving,['Martin S Feldstein']
356,1979,June,International Trade and Income Distribution: A Reconsideration,['Paul R Krugman']
357,1979,June,Labor Mobility and Wages,"['Boyan Jovanovic', 'Jacob Mincer']"
358,1979,June,"The Structure of Production, Technological Change, and the Rate of Growth of Total Factor Productivity in the Bell System","['M Ishaq Nadiri', 'Mark Schankerman']"
359,1979,June,"Price Expectations, Foreign Exchange and Interest Rates, and Demand for Money in an Open Economy","['M Ishaq Nadiri', 'Sebastian Arango']"
360,1979,June,Contributions and Determinants of Research and Development Expenditures in the U.S. Manufacturing Industries,['M Ishaq Nadiri']
361,1979,June,New Evidence That Fully Anticipated Monetary Changes Influence Real Output After All,['Robert J Gordon']
362,1979,June,The Family as an Incomplete Annuities Market,"['Avia Spivak', 'Laurence J Kotlikoff']"
363,1979,June,Can Productive Capacity Differentials Really Explain Earnings Differentials Associated with Demographic Characteristics? Case of Experience,"['James L Medoff', 'Katharine G Abraham']"
364,1979,June,The Two Faces of Unionism,"['James L Medoff', 'Richard B Freeman']"
365,1979,June,Why is There A Youth Labor Market Problem?,['Richard B Freeman']
366,1979,June,The Determination of Long-Term Interest Rates: Implications for Monetary and Fiscal Policies,['Benjamin M Friedman']
367,1979,June,Fixed and Flexible Rates: A Renewal of The Debate,"['Jacques R Artus', 'John H Young']"
368,1979,July,Optimal Tax Treatment of the Family: Married Couples,"['Eytan Sheshinski', 'Michael J Boskin']"
369,1979,July,"Energy Prices, Inflation, and Recession, 1974-1975","['Knut Anton Mork', 'Robert E Hall']"
370,1979,July,"The Decline in Aggregate Share Values: Inflation, Taxation, Risk and Profitability",['Patric H Hendershott']
371,1979,July,"Sorting Models of Labor Mobility, Turnover, and Unemployment",['W Kip Viscusi']
372,1979,July,The Old Age Security Hypothesis and Population Growth,['Robert J Willis']
373,1979,July,Inflation Risk and Capital Market Equilibrium,['Zvi Bodie']
374,1979,July,Colonial and Revolutionary Muster Rolls: Some New Evidence on Nutrition and Migration in Early America,"['Georgia C Villaflor', 'Kenneth L Sokoloff']"
375,1979,July,The Work and Wages of Single Women: 1870 to 1920,['Claudia D Goldin']
376,1979,August,Towards A Reconstruction of Keynesian Economics: Expectations and Constrained Equilibria,"['J Peter Neary', 'Joseph E Stiglitz']"
377,1979,August,Exchange Rates and Portfolio Balance,"['John R Martin', 'Paul R Masson']"
378,1979,August,Labor Turnover and Youth Unemployment,"['Jacob Mincer', 'Linda S Leighton']"
379,1979,August,A Strategic Theory of Inflation,['Mordecai Kurz']
380,1979,August,"The Canadian Dollar, 1971-76: An Exploratory Investigation of Short Run Movements",['Charles Freedman']
381,1979,August,"Inventories, Rational Expectations, and the Business Cycle","['Alan S Blinder', 'Stanley Fischer']"
382,1979,August,Supply vs. Demand Approaches to the Problem of Stagflation,"['Jeffrey D Sachs', 'Michael Bruno']"
383,1979,August,Inflation and the Benefits from Owner-Occupied Housing,"['Patric H Hendershott', 'Sheng Cheng Hu']"
384,1979,August,Time Series Changes in Youth Joblessness,"['Choongsoo Kim', 'Michael L Wachter']"
385,1979,August,Labor Supply and Aggregate Fluctuations,['Robert E Hall']
386,1979,August,The Role of Prevailing Prices and Wages in the Efficient Organization of Markets,['Robert E Hall']
387,1979,August,The Estimation of Labor Supply Over Kinked Budget Constraints: Some New Econometric Methodology,['Anthony J Pellechio']
388,1979,August,Notes on Optimal Wage Taxation and Uncertainty,"['Harvey S Rosen', 'Jonathan Eaton']"
389,1979,August,A Model of Trade and Exchange Rate Projections,"['Dennis Warner', 'Hannu Halttunen']"
390,1979,August,A Model of Trade and Exchange Rate Projections: Equations and Parameters,"['Dennis Warner', 'Hannu Halttunen']"
391,1979,August,"Cross Country Effects of Sterilization, Reserve Currencies and Foreign Exchange Information",['Richard C Marston']
392,1979,August,The Social Security Disability Program and Labor Force Participation,['Jonathan S Leonard']
393,1979,September,Teenage Unemployment: What is the Problem?,"['David T Ellwood', 'Martin S Feldstein']"
394,1979,September,"Specific Information, General Information, and Employment Matches Under Uncertainty",['W Kip Viscusi']
395,1979,October,Adjusting Depreciation in an Inflationary Economy: Indexing versus Acceleration,['Martin S Feldstein']
396,1979,October,Family Effects in Youth Employment,"['Albert E Rees', 'Wayne B Gray']"
397,1979,October,The Duration of Youth Unemployment in West Germany: Some Theoretical Considerations,['Wolfgang Franz']
398,1979,October,"Adolescent Health, Family Background, and Preventive Medical Care","['Linda N Edwards', 'Michael Grossman']"
399,1979,October,Teenage Unemployment: Permanent Scars or Temporary Blemishes?,['David T Ellwood']
400,1979,October,The Effect of Unionism on Worker Attachment to Firms,['Richard B Freeman']
401,1979,November,Rank-Order Tournaments as Optimum Labor Contracts,"['Edward P Lazear', 'Sherwin Rosen']"
402,1979,November,Analysis of Pension Funding Under Erisa,['Jeremy I Bulow']
403,1979,November,"Inflation, Tax Rules, and the Stock Market",['Martin S Feldstein']
404,1979,November,The Investment Tax Credit: An Evaluation,"['Alan J Auerbach', 'Lawrence H Summers']"
405,1979,November,Inequality Within and Between Families,"['Eytan Sheshinski', 'Yoram Weiss']"
406,1979,November,International Adjustment with Wage Rigidity,"['Julio J Rotemberg', 'William H Branson']"
407,1979,November,Dynamic Adjustment and the Demand for International Reserves,"['Jacob A Frenkel', 'John F O Bilson']"
408,1979,November,"Energy Efficiency, User Cost Changes, and the Measurement of Durable Goods Prices",['Robert J Gordon']
409,1979,November,Taxation and the Stock Market Valuation of Capital Gains and Dividends: Theory and Empirical Results (Rev),"['David F Bradford', 'Roger H Gordon']"
410,1979,November,On Forecasting Interest Rates: An Efficient Markets Perspective,['James E Pesando']
411,1979,November,What is Labor Supply and Do Taxes Affect It?,['Harvey S Rosen']
412,1979,November,"The Roles of Monetary, Financial and Fiscal Policy with Rational Expectations",['Willem H Buiter']
413,1979,December,Why Do Companies Pay Dividends?,"['Jerry R Green', 'Martin S Feldstein']"
414,1979,December,A Multicountry Econometric Model (Revised),['Ray C* Fair']
415,1979,December,The Impact of the Market and the Family on Youth Employment and Labor Supply,"['Alan L Gustman', 'Thomas L Steinmeier']"
416,1979,December,"An Economic Analysis of the Diet, Growth, and Health of Young Children in the United States","['Douglas Coate', 'Dov Chernichovsky']"
417,1979,December,"Preventive Care, Care for Children and National Health Insurance","['Gilbert R Ghez', 'Michael Grossman']"
418,1979,December,Monetary Policy and the 1979 Supply Shock,['Robert J Gordon']
419,1980,January,Public Policy Toward Life Saving: Maximize Lives Saved vs. Consumer Sovereignty,"['Richard H Thaler', 'William Gould']"
420,1980,January,Strict Liability versus Negligence in a Market Setting,['A Mitchell Polinsky']
421,1980,January,An Empirical Model of Labor Supply in a Life Cycle Setting,['Thomas E MaCurdy']
